airport,lat,lon
SMX,634.89994444,-120.45808333
SMO,234.01582194,-118.45130611
SZP,534.34701761,-119.06161661
STS,338.50969444,-122.81288889
IZA,34.60681528,-120.07555000
0Q3,438.22394225,-122.44971100
0Q4,36.58100050,-119.65697800
MIT,635.50747778,-119.19213056
0Q5,740.02816667,-124.07430556
L61,135.96861111,-116.26927778
O79,139.58151639,-120.35429833
0Q9,38.25747222,-122.43455556
TVL,238.89388889,-119.99533333
SCK,37.89441194,-121.23874417
WAY,38.04764444,-121.37019167
1Q1,436.16238889,-119.05063889
SVE,40.37569444,-120.57269444
1Q2,940.65030556,-120.76850889
L17,435.14165808,-119.43784031
TSP,35.13499444,-118.43930000
L94,735.10107778,-118.42313917
BLVD,33.63937778,-116.15302778
TOA,433.80338286,-118.33960764
1Q4,537.67777778,-121.30119444
TCY,937.68889528,-121.44157472
O86,540.98275000,-122.69372222
L72,735.81266667,-117.32691667
TRK,939.32005556,-120.13958333
TLR,936.15658333,-119.32655556
O81,241.89064611,-121.36061972
O15,937.48402778,-120.69733333
TNP,234.13158333,-115.94580556
NXP,34.29611042,-116.16209514
UKI,539.12594444,-123.20086111
CCB,834.11160944,-117.68738833
1Q5,139.45072222,-122.95461111
VCB,338.37823472,-121.96120111
HOA,733.25892389,-117.09225333
VNY,34.20980556,-118.48997222
VCV,534.59552611,-117.38266222
VIS,236.31863778,-119.39286083
D86,36.44791667,-119.31872222
L19,435.61986111,-119.35372222
WVI,536.93573250,-121.78963750
O54,540.74722500,-122.92236528
O46,941.48080556,-122.45452778
O28,139.45132889,-123.37233083
WLW,39.51575589,-122.21727544
O42,536.39877778,-119.10680556
O41,238.67387639,-121.87207722
O52,39.12366667,-121.60536111
L22,934.12983333,-116.40688889
AKO,740.17563889,-103.22202778
ALS,137.43512500,-105.86787528
ASE,139.22187833,-106.86823333
BKF,39.70176111,-104.75196111
AVE,39.76966111,-105.85007500
05V,337.41111917,-105.55168000
BDU,840.03936528,-105.22608958
AVE,37.01918917,-103.88551917
7V5,940.26436111,-103.57563889
AEJ,638.81419444,-106.12061111
ITR,239.24251111,-102.28537750
5V4,939.04830556,-104.29300000
AVE,39.04249056,-104.36468778
1V6,638.42856022,-105.10685442
AVE,38.45390278,-105.28654444
1V8,437.78491667,-106.04691667
AVE,38.39677222,-107.43029444
COS,38.80581667,-104.70077639
FLY,838.94276972,-104.56990472
AFF,38.97339142,-104.82003272
CEZ,837.30300250,-108.62804417
AVE,37.24999528,-108.50064472
AVE,40.52416667,-107.55555556
CAG,840.49522222,-107.52166667
99V,38.70415361,-107.64366944
C24,37.82216667,-106.92988889
RCV,737.71378381,-106.35201850
AJZ,138.78560333,-108.06201361
AVE,38.79998361,-108.16729667
D17,638.75847222,-108.14847222
BJC,139.90880556,-105.11719444
APA,839.57011861,-104.84929306
DEN,639.86166667,-104.67316667
CFO,39.78419444,-104.53763889
AVE,39.83154722,-106.06778611
8V6,237.76475000,-108.88863889
AVE,37.59999056,-108.63398472
DRO,137.15152778,-107.75377778
00C,237.20317833,-107.86919528
9V7,138.47513889,-102.81086111
EGE,39.64275000,-106.91594444
AVE,37.89038056,-108.83440000
CO4,138.87425000,-104.40984375
AVE,39.79475000,-105.76382222
AVE,39.21637917,-106.08668556
FCS,738.67830356,-104.75648061
FNL,240.45181583,-105.01132556
FMM,440.33544444,-103.80416667
AVE,39.42943278,-104.65886056
GWS,639.50600000,-107.30908333
AVE,39.54292778,-107.29766111
AVE,39.42720833,-107.38031944
GNB,340.09005556,-105.91663889
GJT,39.12149917,-108.52548556
AVE,39.09869722,-108.58495278
AVE,39.08610361,-106.26835583
GXY,140.43741667,-104.63322222
11V,640.32735694,-104.60939444
GUC,838.53433333,-106.93175000
17V,540.62444444,-102.60797222
HDN,140.48119444,-107.21766667
AVE,37.34999750,-108.15063222
K08,238.03512361,-102.11667083
HEQ,640.56942972,-102.27268889
18V,440.10272222,-104.70119444
AVE,39.69082139,-105.50471972
AVE,739.64388333,-105.26763333
7V8,440.97025833,-102.31527361
20V,340.05343417,-106.36897444
AVE,40.00277778,-106.45222222
LHX,338.05000000,-103.50975000
LAA,238.06970389,-102.68849417
7V9,538.05402778,-103.23847222
07V,137.52382444,-105.00926861
LXV,739.21947222,-106.31641667
LIC,639.27477778,-103.66586111
LMO,140.16438889,-105.16363889
AVE,39.17693222,-103.87995444
EEO,540.04880556,-107.88591667
AVE,40.14997306,-107.86729556
MVI,137.52872611,-106.04589778
MTJ,338.50980556,-107.89425000
AVE,38.74541111,-106.20045278
AVE,38.09999972,-108.28391639
AVE,38.29998833,-108.18396444
AIB,138.23900222,-108.56280667
AVE,40.24074722,-106.91268333
AVE,38.56731111,-107.99683889
PSO,37.28624861,-107.05600889
AVE,39.09053639,-108.22119194
7V2,538.83130556,-107.64586111
AVE,39.41664472,-108.10063250
AVE,40.13331833,-106.16724639
AVE,38.01665861,-108.05062500
PUB,38.28994750,-104.49802806
AVE,40.11663667,-108.95066667
AVE,39.58330806,-108.95066111
4V0,940.09397222,-108.76305556
AVE,37.68332833,-108.01729444
RIL,139.52660667,-107.72798694
AVE,39.54085278,-107.76439444
AVE,39.69997667,-107.95062833
04V,138.09939444,-106.17432778
ANK,838.53827778,-106.04863889
AVE,37.79999667,-107.66728389
PO,739.29638889,-104.12500000
8V7,137.45872222,-102.61800000
SBS,240.51626083,-106.86630167
AVE,40.44997861,-106.73393472
STK,740.61429806,-103.26426111
AVE,39.04945833,-105.51238333
TEX,137.95380556,-107.90875000
AVE,38.47777778,-105.52111111
RD,38.40944444,-105.58527778
AVE,37.35000194,-107.76728611
TAD,137.25922361,-104.34086139
AVE,39.62042778,-106.39325833
33V,40.75038889,-106.27152778
AVE,40.44998111,-106.20058000
4V1,637.69652892,-104.78495964
C08,638.01327778,-105.37427222
AVE,38.89998306,-108.48397806
AVE,39.71527778,-106.78305556
AVE,37.68333056,-107.76728639
RD,38.98515278,-104.91690556
2V5,640.10039694,-102.24117250
2V6,840.10571047,-102.71443769
BDR,341.16348083,-73.12617583
SNC,941.38370944,-72.50578722
DXR,441.37153444,-73.48218944
LZD,341.81975000,-71.90097222
42B,841.44565444,-72.45564250
7B9,441.92541667,-72.45711111
GON,441.33005556,-72.04513889
HFD,341.73672222,-72.64944444
9B8,241.58954333,-72.44230778
MMK,841.50871472,-72.82947833
HVN,341.26372472,-72.88772917
11N,941.56916667,-73.46208333
LLC,242.04536972,-73.33872750
OXC,41.47828056,-73.13518250
4B8,941.68934222,-72.86469778
C44,941.95569444,-72.05436111
4B9,541.91619444,-72.77694444
7B6,141.92841667,-72.57638889
N41,241.63343028,-73.04677389
IJD,341.74402778,-72.18022222
BDL,41.93903222,-72.68431583
DCA,38.85144028,-77.03772139
IAD,38.94745639,-77.45992861
HEF,238.72102472,-77.51510472
DOV,339.12953889,-75.46596111
33N,839.21869444,-75.60047222
0N4,339.20230556,-75.48541667
D74,538.84954861,-75.61278056
GED,438.68763278,-75.35930444
N06,538.54218444,-75.59435167
EVY,39.52102778,-75.72366667
38N,539.30366667,-75.58380556
ILG,539.67870972,-75.60663500
15N,339.11733333,-75.58441667
AAF,229.72754944,-85.02737750
F47,229.64458403,-84.91559894
X04,428.70664417,-81.58139583
X06,427.19531806,-81.83822750
0J8,129.61942917,-82.50866806
AVO,427.59129989,-81.52896683
AGR,127.64785000,-81.34156389
BOW,527.94335861,-81.78343722
X10,26.69819722,-80.66025722
F95,930.48703167,-85.11378583
BCT,226.37848556,-80.10769639
BCR,830.84388556,-85.60174944
DR,229.97578500,-82.90734944
BKV,228.47345806,-82.45606500
X05,28.33028278,-82.49648472
RD,29.47113889,-81.24430556
2CB,29.95194444,-81.97986111
X13,729.84200000,-84.70111111
CDK,829.13424722,-83.05058333
CLW,127.97721389,-82.75905694
2IS,626.73517083,-81.05106000
COF,828.23500861,-80.60997639
XMR,228.46758806,-80.56661417
CEW,30.77883111,-86.52211278
CTY,629.63552778,-83.10475000
CGC,828.86761111,-82.57411111
DAB,29.17990889,-81.05804222
54J,30.73111111,-86.15377778
DED,29.06703139,-81.28375722
DTS,30.40005472,-86.47147222
X35,529.06176722,-82.37661944
X36,326.99008056,-82.37401778
X55,228.84333333,-81.63008333
X01,525.84886806,-81.39029028
FHB,630.61183333,-81.46119444
FLL,26.07166667,-80.14969444
FXE,826.19727936,-80.17070628
FMY,126.58661528,-81.86324667
RSW,26.53616389,-81.75515500
FPR,727.49747222,-80.37263889
RD,627.75130278,-81.55915000
RD,328.87609833,-81.88897000
GNV,929.69005556,-82.27177778
RD,28.53286667,-81.84671667
6J8,129.72026389,-82.66520833
01J,30.68596667,-81.90634306
HWO,626.00126167,-80.24069417
HST,925.48855064,-80.38356642
X51,425.49922694,-80.55424667
IMM,526.43371217,-81.40047817
X58,27.03750000,-80.44100000
INF,228.80361278,-82.31829083
HEG,530.27778583,-81.80594556
JAX,630.49404556,-81.68784667
VQQ,130.21877778,-81.87716667
CRG,630.33633333,-81.51444444
NIP,30.23370603,-81.67605719
NEN,30.34949500,-81.86698944
42J,129.84474139,-82.04753889
EYW,24.55611972,-81.75995583
NQX,24.57463708,-81.68664544
X14,826.74058333,-81.42827778
LCQ,630.18205556,-82.57686111
MANG,530.15374278,-82.66640583
X49,727.93335806,-82.04397389
LAL,827.98763889,-82.01900000
INC,527.35309750,-81.40812861
INC,227.24560222,-81.41312889
X07,27.89321083,-81.62145889
X25,827.95380556,-81.60141667
LEE,128.82289806,-81.80841750
24J,30.30038889,-83.02438889
MTH,224.72628583,-81.05141556
MKY,525.99502778,-81.67252778
MAI,130.83822139,-85.18222361
HRT,630.42892222,-86.68880833
NRB,630.39137419,-81.42452117
MLB,728.10275000,-80.64525000
COI,28.34159972,-80.68548472
TMB,225.64756372,-80.43322461
TNT,425.86180556,-80.89700000
MIA,825.79536111,-80.29011583
OPF,225.90741667,-80.27822222
2R4,730.63762250,-86.99365306
NGS,430.60987500,-86.93952222
NDZ,30.69857306,-87.01440861
NSE,30.72247222,-87.02390306
NFJ,530.50694444,-86.95972222
APF,326.15244081,-81.77563919
1J9,330.40630556,-86.82919444
EVB,29.05569583,-80.94891194
X50,828.97891667,-80.92477778
OCF,729.17187639,-82.22411444
OBE,527.26657361,-80.85039111
MCO,28.42938889,-81.30900000
SFB,128.77717806,-81.23491361
ISM,628.28980694,-81.43708139
ORL,328.54546167,-81.33293000
OMN,629.30114000,-81.11379972
NRQ,530.62532833,-87.13982667
PHK,26.78502778,-80.69336111
28J,929.65800000,-81.69011750
FIN,29.46515111,-81.20764833
48X,627.64259722,-82.51991667
2J0,329.98945556,-84.39539167
PAM,30.06905031,-85.57498758
ECP,130.35824083,-85.79560222
82J,130.39827639,-87.34900417
PNS,30.47341667,-87.18661111
NPA,530.35327275,-87.31797114
FPY,930.07081250,-83.58154389
2J8,129.25002778,-81.45933333
PCM,528.00016667,-82.16330556
PMP,526.24736000,-80.11112750
A51,329.75854361,-85.28908472
PGD,126.91859250,-81.99088611
F13,626.96861111,-81.91630556
2J9,330.59788639,-84.55744028
2RR,127.77933333,-81.20391667
SGJ,29.95925028,-81.33972917
INC,528.13723806,-81.26340222
SPG,727.76511417,-82.62693972
PIE,27.90863361,-82.68651000
SRQ,27.39544444,-82.55438889
X26,327.81325000,-80.49558333
SEF,527.45638889,-81.34238889
SUA,827.18169917,-80.22129333
TLH,230.39675417,-84.35086889
TPA,27.97546944,-82.53324750
VDF,528.01398722,-82.34525917
MCF,27.84934444,-82.52121944
X39,328.22127778,-82.37455556
TPF,527.91544444,-82.44938889
RD,25.00491383,-80.53316200
X21,28.62250444,-80.83537500
TTS,828.61488972,-80.69436889
TIX,28.51479750,-80.79922722
X23,528.92473500,-81.65178111
X59,27.96086556,-80.55832778
VPS,30.48321942,-86.52604433
EGI,330.64858694,-86.52195936
VNC,127.07126778,-82.44003250
X52,627.63225500,-80.52755444
VRB,27.65555500,-80.41795417
CHN,527.51491667,-81.88047222
F45,26.84591667,-80.22233333
PBI,26.68316167,-80.09559194
LNA,526.59304611,-80.08506444
X60,229.35460500,-82.47056361
GIF,128.06292028,-81.75331444
X61,928.73527222,-81.62911667
ZPH,28.22666944,-82.15564528
15J,31.13675778,-83.45422333
ABY,31.53553000,-84.19448333
AMG,731.53605778,-82.50655333
ACJ,332.11080556,-84.18886111
75J,131.68761111,-83.63294444
AHN,633.94864028,-83.32591417
FTY,533.78011922,-84.52070753
ATL,33.63669961,-84.42786400
FFC,533.35772222,-84.57252778
CVC,633.63224750,-83.84661889
RYY,34.01316667,-84.59702778
PDK,33.87600194,-84.30203056
DNL,33.46658333,-82.03938889
AGS,633.36995417,-81.96449833
BGE,630.97159808,-84.63692781
BHC,231.71383333,-82.39377778
DZJ,734.85443139,-83.99732000
BIJ,431.39750861,-84.89479778
BQK,31.25903528,-81.46631639
82A,32.28280556,-84.50369444
6A1,32.56823583,-84.24668750
70J,430.88797222,-84.15472222
CZL,34.45540250,-84.93915528
CXU,531.21316667,-84.23522222
18A,134.34036111,-83.13080556
CNI,34.31219611,-84.42212250
CTJ,633.63169583,-85.15226472
VPC,234.12314750,-84.84870667
4A4,634.01852917,-85.14475889
CWV,432.19505750,-81.86931667
48A,632.40065806,-83.27840639
CSG,732.51632750,-84.93887028
CKF,331.98884444,-83.77390556
AJR,734.49985167,-83.55666472
25J,231.70186728,-84.82700672
9A0,34.58309167,-84.01995833
PUJ,33.91204306,-84.94061944
DNN,34.72293889,-84.87024139
RD,932.58098861,-83.26766000
16J,731.74328806,-84.41929139
17J,831.00650722,-84.87763667
DQH,931.47673861,-82.86056694
DBN,532.56472222,-82.98497222
EZM,132.21638889,-83.12866667
EBA,534.09540250,-82.81749250
49A,834.62819444,-84.52655556
FZG,131.68390472,-83.27090361
3J6,930.79636111,-82.02816667
LSF,32.33178056,-84.98715222
LHW,31.88781944,-81.56265500
GVL,234.27262639,-83.83022611
CPP,533.59797000,-83.13826028
6A2,833.22697222,-84.27494444
PROP,733.25511750,-84.40020250
HMP,433.38990250,-84.33103694
51A,32.28366667,-83.43797222
AZE,331.88519000,-82.64789111
HOE,531.05688889,-82.77527778
JZP,734.45347222,-84.45722222
JCA,334.17613889,-83.56169444
09J,31.07447222,-81.42777778
JES,431.55396333,-81.88251778
9A5,134.68801722,-85.29046417
LGC,333.00915083,-85.07320417
LZU,633.97809194,-83.96236389
2J3,632.98594444,-82.38480556
MQW,732.09699639,-82.87941167
MAC,32.82176444,-83.56193494
MCN,232.69283333,-83.64922222
52A,133.61212500,-83.46044444
MGE,33.91444167,-84.51424722
MHP,932.37397222,-82.08144444
MLJ,833.15422556,-83.24140750
2J5,332.89302778,-81.96522222
D73,233.78252778,-83.69280556
53A,432.30306333,-84.00746806
MGR,431.08557944,-83.80280917
MUL,431.13768667,-83.70405972
4J1,631.20606889,-81.90598611
4J2,131.21254458,-83.22525656
CCO,233.31156556,-84.76975542
PXE,932.51058083,-83.76734583
PIM,332.84069444,-84.88244444
4J5,830.80518583,-83.58906833
RVJ,32.05948722,-82.15357667
RMG,534.35163750,-85.15857444
OKZ,632.96637472,-82.83748861
SVN,32.01002028,-81.14598778
SAV,432.12758333,-81.20213889
4J8,432.38738889,-82.56338889
TBR,332.48275000,-81.73694444
SSI,31.15196639,-81.39105972
SBO,232.60913889,-82.36994444
JYL,32.64552278,-81.59661167
SYV,531.55715472,-83.89403639
OPN,32.95500256,-84.26408619
TVI,330.90147222,-83.88144444
HQU,833.52973056,-82.51695278
TMA,131.42955556,-83.48922222
TOC,234.59281167,-83.29637167
VLD,330.78146444,-83.27597167
VAD,30.96870278,-83.19296667
VDI,932.19272222,-82.37116667
5A9,732.93850000,-84.69644444
5A2,232.56063889,-83.67675000
WRB,132.64017083,-83.59192083
IIY,233.77859806,-82.81449667
AYS,231.24838889,-82.39538889
BXG,33.04083694,-82.00426361
GA2,333.18345306,-84.37159028
WDR,333.98287944,-83.66741500
65J,33.22277778,-82.38450000
GUM,13.48395194,144.79712944
UAM,13.58388611,144.93005556
HFS,123.86405000,-166.28463333
HNM,820.79563717,-156.01443789
PAK,21.89694444,-159.60316667
UPP,20.26519444,-155.85994444
ITO,19.72026222,-155.04847028
HNL,321.31782472,-157.92025028
OGG,820.89864861,-156.43045861
KOA,19.73876500,-156.04563111
LUP,21.21104028,-156.97359722
MUE,20.00132694,-155.66810722
NGF,21.45045556,-157.76794861
JRF,321.30713417,-158.07044417
MKK,821.15288583,-157.09625611
BKH,22.02277333,-159.78506806
JHM,120.96293639,-156.67303167
LNY,120.78561111,-156.95141806
LIH,21.97598333,-159.33895778
HDH,321.57947361,-158.19728139
BSF,219.76001339,-155.55376619
HHI,621.48144444,-158.03783333
4C7,542.54744444,-93.03341667
4C8,940.99627778,-92.76569444
AXA,243.07779778,-94.27177389
K98,542.76386528,-92.80436111
C11,141.79358333,-91.86477222
AMW,541.99204361,-93.62182083
Y43,41.43991111,-94.77013764
IKV,841.69134681,-93.56634914
AIO,641.40383333,-95.04875000
ADU,41.70152778,-94.92044444
Y46,740.63776556,-94.72941333
TZT,841.87877778,-92.28452778
Y48,742.85274639,-93.59465361
4K6,540.73210556,-92.42826889
BNW,842.04955556,-93.84761111
BRL,440.78297222,-91.12558333
CIN,42.04666667,-94.78869444
CID,141.88469444,-91.71080556
TVK,40.68442889,-92.90099389
CNC,141.01961111,-93.35966667
CCY,343.07250375,-92.61080919
CKP,42.73158644,-95.55591036
ICL,40.72219444,-95.02661111
CAV,42.74047222,-93.75905556
CWI,241.83075000,-90.32897222
CRZ,840.99412500,-94.75502972
0E9,40.75622778,-93.24033611
CBF,441.26011111,-95.75863889
CJJ,843.36530139,-92.13308306
CSQ,341.02144444,-94.36330556
DVN,341.61027778,-90.58836111
DEH,843.27550000,-91.73938889
DNS,441.98613194,-95.38025889
DSM,41.53397278,-93.66307222
DBQ,642.40200000,-90.70947222
IA8,642.49610528,-91.17985889
EAG,642.70991667,-93.91611111
27P,942.32990556,-93.11428333
I27,542.84725000,-91.38216667
EGQ,43.10374361,-94.70732000
EST,143.40747222,-94.74638889
FFL,641.05571983,-91.98082181
FXY,43.23475692,-93.62410394
FOD,142.55119444,-94.19183333
FSW,840.65911111,-91.32775000
GFZ,441.32722222,-94.44516667
GGI,841.70988889,-92.73597222
6K7,842.35055972,-92.84161389
GCT,41.68697222,-94.43505556
HPT,242.72369444,-93.22633333
HNR,641.58435806,-95.33969889
0K7,542.73486111,-94.24547222
IDG,842.33259778,-95.44488778
IIB,842.45688889,-91.94766667
6Z6,541.30385278,-93.56749028
IOW,541.63963222,-91.54788944
IFA,42.47135556,-93.27072306
EFW,142.00983333,-94.34180556
EOK,340.45990778,-91.42850111
6K9,540.73475000,-91.94878306
OXV,41.29909692,-93.11374278
0Y6,143.41366667,-93.51175000
LWD,440.63239194,-93.90222611
2VA,943.45063078,-96.40466586
LRJ,542.77855556,-96.19358333
C27,442.49049583,-91.49787361
MEY,42.17829500,-95.79364528
OQW,542.05008333,-90.73880556
C17,342.02981086,-91.53172231
MIW,242.11275000,-92.91777778
MCW,743.15780556,-93.33125000
SXK,42.98582750,-96.16140028
4D8,543.33339389,-95.15909250
MXO,842.22036194,-91.16329833
1Y3,940.70638889,-94.22027778
MPZ,240.94661222,-91.51117056
MUT,241.36788889,-91.14822222
1Y5,843.08719583,-92.34323250
TNU,241.67443000,-93.02172833
5D2,443.44877778,-93.20166667
OLZ,42.68092450,-91.97439539
D02,543.29233333,-92.79561111
I75,741.05222222,-93.68913889
OOA,641.22611111,-92.49383333
OTM,941.10722222,-92.44716667
1Y9,242.98788889,-95.66447222
PEA,341.40122222,-92.94586111
PRO,841.82644444,-94.15955556
POH,642.74288889,-94.64736111
2Y1,942.31751389,-93.41516250
RDK,441.01083333,-95.25886111
8Y8,743.26597222,-94.56250972
RRQ,543.45222111,-96.17977694
2Y4,142.38782222,-94.61890278
SKI,142.37905556,-94.97961111
SHL,543.20838889,-95.83341667
SDA,140.75158722,-95.41362417
ISB,743.36935278,-95.75963889
SUX,242.40130556,-96.38441667
SPW,43.16565194,-95.20279306
0F3,243.38742083,-95.13946806
SLB,442.59723489,-95.24066556
8C2,441.57410000,-92.84660000
8C4,841.76335417,-91.15293583
8C5,41.98823161,-92.54798614
8C6,42.20083333,-92.45663889
VTI,742.21863889,-92.02591667
AWG,941.27569444,-91.67608333
ALO,342.55844917,-92.40102333
Y01,43.28047611,-91.46952806
C25,242.74179556,-92.50721333
EBS,342.43641353,-93.86896703
3Y2,542.98522222,-91.79063889
3Y3,41.36280556,-94.02119444
3Y4,541.73609944,-95.68361722
U36,542.92109722,-112.88090833
U01,642.79731639,-112.82518722
AOC,443.60352778,-113.33425000
U45,143.95517833,-115.27259111
52U,543.82513889,-115.33136111
U37,543.45361111,-112.80725000
U46,543.43258333,-113.05544444
U48,543.21775000,-113.22755556
U51,242.72075167,-111.86745639
U54,444.97963667,-114.73481361
U60,545.13324306,-115.32177889
I08,45.14352444,-114.92898972
U02,943.20924889,-112.34958528
BOI,43.56436111,-116.22286111
65S,148.72597222,-116.29516667
U03,942.59738889,-114.80063889
BYI,242.54261111,-113.77152778
EUL,943.64184889,-116.63576417
U65,543.30880556,-113.93602778
0U7,543.32375000,-113.59050000
U70,444.49233333,-116.01477778
C64,146.66658417,-115.07318111
LLJ,744.52360667,-114.21793833
U72,144.59157806,-114.82314333
C53,144.80867119,-114.80865989
D47,144.74115278,-114.91860833
ID8,144.77347222,-114.98527778
U79,45.37907833,-115.19677972
S77,547.84155833,-116.25199444
COE,47.77430556,-116.81958333
U81,45.29350000,-114.94530556
66S,548.51866667,-116.82219444
S84,146.03876972,-116.33153472
U82,844.75034444,-116.44505694
S89,946.24772222,-116.47936111
A05,145.52074056,-115.51762667
C48,45.39666667,-115.48333333
U84,944.72905972,-116.09262778
U58,842.42423333,-112.10955556
DIJ,143.74625750,-111.09130000
U41,944.16236111,-112.22066667
S90,445.82268583,-115.43984972
S78,943.85265000,-116.53906944
U86,843.34186111,-114.79827778
679,242.58295417,-114.55010000
S92,746.33019528,-115.06317417
U88,544.06694444,-115.93127778
U89,742.94366667,-115.33008333
GNG,442.91708083,-114.76633806
GIC,545.94266667,-116.12302778
U91,542.37330556,-115.87944444
SUN,643.50378139,-114.29555833
U93,543.28066667,-114.39638889
U94,842.57640972,-114.13524028
S66,43.61463889,-116.92136111
U97,43.83907000,-113.04666944
U98,543.82072639,-115.85094278
IDA,443.51367333,-112.07082028
S81,244.76113889,-115.10736111
U53,544.63475000,-111.34269444
JER,842.72668333,-114.45664722
S73,946.21977778,-116.01380556
S83,47.54726111,-116.18906389
U61,543.94369444,-114.11025000
U99,543.03702778,-113.73361111
S82,146.13267139,-115.97875250
0U0,44.64211111,-115.53338889
U00,144.67311111,-113.35244444
LWS,246.37449861,-117.01539639
0U1,544.14222222,-115.31405556
1DA,145.53457778,-116.53091667
MYL,844.88874417,-116.10175194
24K,44.97422222,-115.72975000
U62,43.91000833,-113.60236667
0U2,543.80197222,-113.83152778
0U3,644.74458333,-114.92138889
MLD,42.17012633,-112.29267925
0U8,544.61033333,-113.89486111
0U9,644.46127778,-116.75802778
1U0,542.97533333,-113.35075000
U92,543.67713889,-113.60272222
1U1,146.12631944,-114.92170278
MUO,243.04359444,-115.87243611
U76,943.13160944,-115.73056667
1U2,43.85126528,-112.50102778
1U3,143.21594444,-116.54836111
MAN,343.58134111,-116.52306306
1U4,544.97800000,-116.28391667
0S5,946.23847328,-116.23856928
67S,648.57400000,-116.95858333
1U6,42.23388889,-113.87763889
S68,546.49202111,-116.27539944
75C,45.72944444,-115.52777778
1U7,642.24976111,-111.34162722
50S,843.77877250,-116.93848611
S75,844.09397361,-116.90310556
1U9,543.46625000,-115.31002778
PIH,442.90979250,-112.59591889
1S1,548.99047222,-116.50205556
2U0,543.49836111,-115.54697222
U10,142.10693611,-111.91257083
1S6,948.19064611,-116.90986194
RXE,43.83391667,-111.80511111
U56,443.64272500,-111.92916250
2U4,43.18950000,-112.53180556
U12,443.95016667,-111.68469444
S72,247.32581111,-116.57667778
SMN,145.12327778,-113.88144444
4D2,145.05644806,-114.55836361
SZT,648.29952778,-116.56013889
2U5,145.98950000,-114.84127778
1S7,545.67177778,-116.30572222
U87,543.91213889,-114.79605556
U78,42.64850000,-111.58180556
85U,645.09991417,-114.80092889
2U7,544.20855556,-114.93452778
2U8,544.72330556,-115.00397222
U63,544.41545917,-115.31677111
0ID,442.44818625,-111.77754306
3U0,542.02355556,-115.33544444
TWF,542.48180917,-114.48773611
3U1,545.26811111,-115.68361111
S87,144.20466667,-116.96052778
I45,45.94184722,-116.76366944
I92,544.89166667,-115.71305556
3U2,544.91172222,-115.48552778
C00,741.24864500,-90.73708361
ALN,138.88991667,-90.04600000
K06,139.97338139,-90.40373556
BLV,38.54517306,-89.83518556
H96,738.00850000,-88.93444444
BMI,340.47711111,-88.91591667
1C5,941.69591667,-88.12950000
CPS,38.57036111,-90.15508333
CIR,37.06413889,-89.21952778
CTK,540.56908333,-90.07483333
MDH,137.77808333,-89.25202778
CUL,138.08947917,-88.12306111
1H8,39.30250917,-88.00406194
ENL,238.51508333,-89.09113889
CMI,440.03856083,-88.27653917
RD,641.43197500,-88.24728528
UGN,542.42214861,-87.86791611
LOT,741.60809694,-88.09638972
ARR,41.77191667,-88.47566667
MDW,41.78564314,-87.75272861
ORD,241.97694028,-87.90814972
PWK,42.11427944,-87.90154083
3CK,842.20686111,-88.32269444
DPA,141.90705306,-88.24799500
IGQ,841.53491667,-87.52952778
06C,941.98934083,-88.10124278
ROAD,940.10948056,-88.82868639
C82,41.76253028,-89.10148111
DNV,440.19982722,-87.59516639
DEC,339.83456250,-88.86568917
DKB,241.93383425,-88.70568639
C73,41.83369889,-89.44621333
DTG,941.13262181,-88.43864528
1H2,239.07044444,-88.53352778
FWC,738.37863306,-88.41265222
FOA,338.66499022,-88.45311203
FEP,842.24611472,-89.58197667
GBG,440.93800053,-90.43112358
3G8,941.43977778,-90.11005556
C81,42.32461111,-88.07408806
GRE,638.83622222,-89.37888889
10C,342.40288889,-88.37511111
HSB,637.81125611,-88.55025964
0C0,642.40247222,-88.63238889
9I0,640.22269306,-90.02278194
H07,738.77925000,-89.64045139
0C2,341.77086278,-88.70341444
IJX,439.77461111,-90.23827778
JOT,741.51774139,-88.17539722
3KK,241.10003222,-87.91671000
IKK,241.07138889,-87.84627778
EZI,141.20519444,-89.96386111
C75,41.01883333,-89.38577778
LWV,338.76427778,-87.60550000
AAA,40.15869444,-89.33502778
3LF,939.16250000,-89.67463889
MQB,440.52008333,-90.65238889
RD,840.48934472,-89.77808083
ROAD,441.92603056,-88.64679444
MWA,337.75497222,-89.01108333
MTO,39.47788889,-88.27997222
M30,537.18294444,-88.75066667
LANE,440.43531722,-89.35925972
MLI,841.44820917,-90.50777000
C56,241.37741667,-87.67975000
C66,140.92970444,-90.63110722
C09,41.42475000,-88.41866667
RD,41.43206667,-88.52247222
AJG,338.60652778,-87.72669444
C55,742.03705972,-89.39294861
I63,939.98538889,-90.80413889
MVN,638.32336111,-88.85850000
ROAD,538.49171583,-89.66342667
OLY,738.72182722,-88.17643278
8N2,41.39977778,-88.79391667
5K1,939.42004750,-89.99121750
PRG,439.69966667,-87.67077778
1C1,940.44897889,-88.12773806
C15,240.48819444,-89.67588889
3MY,240.79580556,-89.61347222
PIA,240.66419444,-89.69325000
VYS,341.35013889,-89.15294444
PJY,637.97788417,-89.36044889
PPQ,739.63889008,-90.77855897
PNT,740.92444444,-88.62394444
C77,142.32286111,-88.83630556
UIN,539.94227528,-91.19240444
TIP,540.29355556,-88.14238889
RSV,839.01602778,-87.64977778
RPJ,941.89263889,-89.07961111
RFD,142.19536111,-89.09722222
1C8,242.29168583,-89.13621833
5K4,940.11754667,-90.59040528
