airport,runway,lat,lon,reciprocal,reciprocal_lat,reciprocal_lon
03D,30,40.44485911,-92.22192758,12,40.44965497,-92.23198608
MYJ,06,39.15429086,-91.82553375,24,39.15451750,-91.82489153
MYJ,24,39.15451750,-91.82489153,06,39.15429086,-91.82553375
MYJ,18,39.16209300,-91.82079650,36,39.15331222,-91.82113047
MYJ,36,39.15331222,-91.82113047,18,39.16209300,-91.82079650
MO9,18,37.23408333,-93.92980278,36,37.22554167,-93.93061389
MO9,36,37.22554167,-93.93061389,18,37.23408333,-93.92980278
MBY,05,39.46197939,-92.43252647,23,39.46750739,-92.42304258
MBY,23,39.46750739,-92.42304258,05,39.46197939,-92.43252647
MBY,13,39.46650158,-92.43143094,31,39.45772997,-92.41781083
MBY,31,39.45772997,-92.41781083,13,39.46650158,-92.43143094
HFJ,18,36.91336656,-94.01387106,36,36.89689228,-94.01446192
HFJ,36,36.89689228,-94.01446192,18,36.91336656,-94.01387106
K52,09,39.63457111,-91.73323222,27,39.63425028,-91.72075667
K52,27,39.63425028,-91.72075667,09,39.63457111,-91.73323222
6M6,18,40.13397778,-91.67811667,36,40.12437500,-91.67842222
6M6,36,40.12437500,-91.67842222,18,40.13397778,-91.67811667
GPH,18,39.34000147,-94.30844203,36,39.32501414,-94.31085378
GPH,36,39.32501414,-94.31085378,18,39.34000147,-94.30844203
M71,09,38.90191667,-90.96600000,27,38.90163333,-90.95465000
M71,27,38.90163333,-90.95465000,09,38.90191667,-90.96600000
1MO,08,37.12024814,-92.31505850,26,37.12147467,-92.30515481
1MO,26,37.12147467,-92.30515481,08,37.12024814,-92.31505850
MNF,10,36.99392564,-91.72291933,28,36.99378581,-91.72184128
MNF,28,36.99378581,-91.72184128,10,36.99392564,-91.72291933
2MO,18,37.07210833,-93.88408056,36,37.06332111,-93.88429994
2MO,36,37.06332111,-93.88429994,18,37.07210833,-93.88408056
EOS,01,36.80407933,-94.39348464,19,36.81751489,-94.38992672
EOS,19,36.81751489,-94.38992672,01,36.80407933,-94.39348464
NVD,02,37.84613922,-94.30869672,20,37.85842675,-94.30097100
NVD,20,37.85842675,-94.30097100,02,37.84613922,-94.30869672
NVD,13,37.85537611,-94.30730778,31,37.85032778,-94.30103167
NVD,31,37.85032778,-94.30103167,13,37.85537611,-94.30730778
EIW,18,36.53970278,-89.59974167,36,36.53091389,-89.59970556
EIW,36,36.53091389,-89.59970556,18,36.53970278,-89.59974167
K15,14,38.11392628,-92.68396142,32,38.10696061,-92.67715528
K15,32,38.10696061,-92.67715528,14,38.11392628,-92.68396142
PCD,02,37.86084686,-89.86520414,20,37.87784856,-89.85854031
PCD,20,37.87784856,-89.85854031,02,37.86084686,-89.86520414
PYN,03,37.12230875,-90.71654358,21,37.12996625,-90.71051358
PYN,21,37.12996625,-90.71051358,03,37.12230875,-90.71654358
POF,18,36.78081022,-90.32464664,36,36.76706025,-90.32505869
POF,36,36.76706025,-90.32505869,18,36.78081022,-90.32464664
8WC,02,37.92399619,-90.73372097,20,37.93439428,-90.72924706
8WC,20,37.93439428,-90.72924706,02,37.92399619,-90.73372097
5MO,16,40.39501944,-92.56566944,34,40.38887222,-92.56387222
5MO,34,40.38887222,-92.56387222,16,40.39501944,-92.56566944
MO1,14,37.87802222,-92.41143611,32,37.87766944,-92.41105278
MO1,32,37.87766944,-92.41105278,14,37.87802222,-92.41143611
K07,04,38.12480611,-91.77666239,22,38.12520378,-91.77613083
K07,22,38.12520378,-91.77613083,04,38.12480611,-91.77666239
K07,13,38.13034297,-91.77588303,31,38.11937867,-91.76273108
K07,31,38.11937867,-91.76273108,13,38.13034297,-91.77588303
K07,09,37.93589667,-91.81877972,27,37.93542500,-91.80829778
K07,27,37.93542500,-91.80829778,09,37.93589667,-91.81877972
K07,16,38.02583333,-91.90305556,34,38.02194444,-91.90111111
K07,34,38.02194444,-91.90111111,16,38.02583333,-91.90305556
SET,09,38.93238292,-90.43168142,27,38.93231367,-90.42465042
SET,27,38.93231367,-90.42465042,09,38.93238292,-90.43168142
SET,18,38.93350842,-90.43082614,36,38.92307564,-90.43098597
SET,36,38.92307564,-90.43098597,18,38.93350842,-90.43082614
STJ,13,39.77401897,-94.92035000,31,39.76459017,-94.90843661
STJ,31,39.76459017,-94.90843661,13,39.77401897,-94.92035000
STJ,17,39.78457361,-94.90691053,35,39.76244592,-94.90691211
STJ,35,39.76244592,-94.90691211,17,39.78457361,-94.90691053
STL,06,38.74668392,-90.38121761,24,38.75621747,-90.35750389
STL,24,38.75621747,-90.35750389,06,38.74668392,-90.38121761
STL,11,38.75995228,-90.40987231,29,38.74679225,-90.38316261
STL,29,38.74679225,-90.38316261,11,38.75995228,-90.40987231
STL,12L,38.75179331,-90.36632172,30R,38.73860719,-90.33958547
STL,30R,38.73860719,-90.33958547,12L,38.75179331,-90.36632172
1H0,07,38.72788606,-90.51036289,25,38.73099236,-90.50032422
1H0,25,38.73099236,-90.50032422,07,38.72788606,-90.51036289
1H0,16,38.73161756,-90.51341781,34,38.72012583,-90.50762164
1H0,34,38.72012583,-90.50762164,16,38.73161756,-90.51341781
SUS,08L,38.66413894,-90.66828425,26R,38.66697361,-90.65114992
SUS,26R,38.66697361,-90.65114992,08L,38.66413894,-90.66828425
SUS,08R,38.65769581,-90.65974731,26L,38.66194231,-90.63409872
SUS,26L,38.66194231,-90.63409872,08R,38.65769581,-90.65974731
K33,17,37.61924814,-91.60556003,35,37.61121075,-91.60332194
K33,35,37.61121075,-91.60332194,17,37.61924814,-91.60556003
DMO,05,38.70167047,-93.18599458,23,38.70728661,-93.17596050
DMO,23,38.70728661,-93.17596050,05,38.70167047,-93.18599458
DMO,18,38.71683042,-93.17237744,36,38.70173619,-93.17294517
DMO,36,38.70173619,-93.17294517,18,38.71683042,-93.17237744
H58,15,37.18615556,-92.73841111,33,37.18194444,-92.73569444
H58,33,37.18194444,-92.73569444,15,37.18615556,-92.73841111
6K2,17,39.81571389,-92.05055278,35,39.80942222,-92.04988056
6K2,35,39.80942222,-92.04988056,17,39.81571389,-92.05055278
SIK,03,36.89197367,-89.56557114,21,36.90578269,-89.55792903
SIK,21,36.90578269,-89.55792903,03,36.89197367,-89.56557114
3DW,11,37.22451389,-93.25490278,29,37.22089722,-93.24179444
3DW,29,37.22089722,-93.24179444,11,37.22451389,-93.25490278
MO2,06,37.17343333,-93.13295000,24,37.17698333,-93.12518333
MO2,24,37.17698333,-93.12518333,06,37.17343333,-93.13295000
SGF,02,37.23565103,-93.38922911,20,37.25350736,-93.38029692
SGF,20,37.25350736,-93.38029692,02,37.23565103,-93.38922911
SGF,14,37.25523925,-93.40051003,32,37.23797714,-93.38350989
SGF,32,37.23797714,-93.38350989,14,37.25523925,-93.40051003
M12,18,36.10108283,-89.85947536,36,36.09014050,-89.85946444
M12,36,36.09014050,-89.85946444,18,36.10108283,-89.85947536
MO3,01,37.65624089,-93.81832625,19,37.66429911,-93.81533456
MO3,19,37.66429911,-93.81533456,01,37.65624089,-93.81832625
UUV,06,38.23041267,-91.17108353,24,38.23654825,-91.15748622
UUV,24,38.23654825,-91.15748622,06,38.23041267,-91.17108353
K57,18,40.45042931,-95.36722131,36,40.44054892,-95.36739161
K57,36,40.44054892,-95.36739161,18,40.45042931,-95.36722131
42M,09,36.52284750,-91.57909944,27,36.52172139,-91.56487444
42M,27,36.52172139,-91.56487444,09,36.52284750,-91.57909944
TRX,18,40.08944003,-93.59073906,36,40.08834167,-93.59071944
TRX,36,40.08834167,-93.59071944,18,40.08944003,-93.59073906
K43,17,40.54403056,-93.02613333,35,40.53638611,-93.02490278
K43,35,40.53638611,-93.02490278,17,40.54403056,-93.02613333
MO5,02,37.00624444,-91.00898611,20,37.01255278,-91.00480556
MO5,20,37.01255278,-91.00480556,02,37.00624444,-91.00898611
3VS,07,38.42712500,-92.87993889,25,38.42941944,-92.87058889
3VS,25,38.42941944,-92.87058889,07,38.42712500,-92.87993889
RCM,01,38.78042381,-93.80349994,19,38.79185508,-93.80141886
RCM,19,38.79185508,-93.80141886,01,38.78042381,-93.80349994
RCM,14,38.78403669,-93.80678481,32,38.77839492,-93.80010878
RCM,32,38.77839492,-93.80010878,14,38.78403669,-93.80678481
RAW,18,38.35333056,-93.34501389,36,38.34236389,-93.34576111
RAW,36,38.34236389,-93.34576111,18,38.35333056,-93.34501389
FYG,15,38.59375964,-90.99762975,33,38.58141014,-90.98997569
FYG,33,38.58141014,-90.98997569,15,38.59375964,-90.99762975
UNO,18,36.88542697,-91.90253703,36,36.87141894,-91.90281203
UNO,36,36.87141894,-91.90281203,18,36.88542697,-91.90253703
1H5,17,36.99440556,-91.95463889,35,36.98483056,-91.95351389
1H5,35,36.98483056,-91.95351389,17,36.99440556,-91.95463889
GSN,06,15.11815708,145.72158922,24,15.11856917,145.72262881
GSN,24,15.11856917,145.72262881,06,15.11815708,145.72158922
GSN,07,15.11447461,145.71792928,25,15.12352664,145.74076772
GSN,25,15.12352664,145.74076772,07,15.11447461,145.71792928
GRO,09,14.17465033,145.23124283,27,14.17404811,145.25099531
GRO,27,14.17404811,145.25099531,09,14.17465033,145.23124283
TNI,08,14.99698086,145.60738678,26,15.00147978,145.63131503
TNI,26,15.00147978,145.63131503,08,14.99698086,145.60738678
M40,18,33.88057747,-88.48878817,36,33.86692000,-88.49056478
M40,36,33.86692000,-88.49056478,18,33.88057747,-88.48878817
PMU,01,34.35672942,-89.89427839,19,34.35832600,-89.89394892
PMU,19,34.35832600,-89.89394892,01,34.35672942,-89.89427839
HSA,18,30.37948658,-89.45457525,36,30.35612297,-89.45464961
HSA,36,30.35612297,-89.45464961,18,30.37948658,-89.45457525
00M,16,31.95763994,-89.23689872,34,31.94984033,-89.23375094
00M,34,31.94984033,-89.23375094,16,31.95763994,-89.23689872
01M,17,34.49717858,-88.20256614,35,34.49584853,-88.20223231
01M,35,34.49584853,-88.20223231,17,34.49717858,-88.20256614
1M2,03,33.14168083,-90.51783333,21,33.14870722,-90.51271056
1M2,21,33.14870722,-90.51271056,03,33.14168083,-90.51783333
BIX,04,30.40188056,-88.93145278,22,30.40546389,-88.92851111
BIX,22,30.40546389,-88.92851111,04,30.40188056,-88.93145278
8M1,15,34.59760231,-88.65308664,33,34.58614417,-88.64390269
8M1,33,34.58614417,-88.64390269,15,34.59760231,-88.65308664
1R7,05,31.60121203,-90.41524594,23,31.60238936,-90.41374192
1R7,23,31.60238936,-90.41374192,05,31.60121203,-90.41524594
SH1,10,31.20630556,-89.18155556,28,31.20463428,-89.17053147
SH1,28,31.20463428,-89.17053147,10,31.20630556,-89.18155556
08M,17,32.76569356,-89.53076650,35,32.75747275,-89.52998358
08M,35,32.75747275,-89.52998358,17,32.76569356,-89.53076650
08M,15,32.76104167,-89.41105556,33,32.76051944,-89.41061667
08M,33,32.76051944,-89.41061667,15,32.76104167,-89.41105556
09M,18,33.99547067,-90.07852922,36,33.98722506,-90.07858383
09M,36,33.98722506,-90.07858383,18,33.99547067,-90.07852922
CKM,18,34.30712469,-90.51190858,36,34.29229044,-90.51272472
CKM,36,34.29229044,-90.51272472,18,34.30712469,-90.51190858
RNV,18,33.76939328,-90.75824908,36,33.75564833,-90.75762933
RNV,36,33.75564833,-90.75762933,18,33.76939328,-90.75824908
0R0,05,31.29337714,-89.81858664,23,31.30231514,-89.80438667
0R0,23,31.30231514,-89.80438667,05,31.29337714,-89.81858664
GTR,18,33.47152336,-88.38089908,36,33.45915153,-88.38060925
GTR,36,33.45915153,-88.38060925,18,33.47152336,-88.38089908
GTR,18,33.45926314,-88.59128325,36,33.43727083,-88.59149917
GTR,36,33.43727083,-88.59149917,18,33.45926314,-88.59128325
CBM,13L,33.65537222,-88.45175278,31R,33.63982778,-88.43316111
CBM,31R,33.63982778,-88.43316111,13L,33.65537222,-88.45175278
CBM,13R,33.65117500,-88.46044167,31L,33.63889444,-88.44575833
CBM,31L,33.63889444,-88.44575833,13R,33.65117500,-88.46044167
CRX,18,34.92383931,-88.60470275,36,34.90609528,-88.60226633
CRX,36,34.90609528,-88.60226633,18,34.92383931,-88.60470275
C71,17,31.30070000,-91.05253333,35,31.29210278,-91.05254167
C71,35,31.29210278,-91.05254167,17,31.30070000,-91.05253333
M11,18,31.90794550,-90.36727631,36,31.89696858,-90.36622072
M11,36,31.89696858,-90.36622072,18,31.90794550,-90.36727631
66Y,18,30.36820333,-89.38765556,36,30.36651806,-89.38765500
66Y,36,30.36651806,-89.38765500,18,30.36820333,-89.38765556
M37,18,33.78051250,-90.52496389,36,33.77226972,-90.52504333
M37,36,33.77226972,-90.52504333,18,33.78051250,-90.52496389
06M,14,33.53838856,-89.31562031,32,33.53129800,-89.31059289
06M,32,33.53129800,-89.31059289,14,33.53838856,-89.31562031
2M4,17,32.35970464,-89.48977517,35,32.35018533,-89.48657036
2M4,35,32.35018533,-89.48657036,17,32.35970464,-89.48977517
GLH,18L,33.49687164,-90.98208822,36R,33.47488361,-90.98209031
GLH,36R,33.47488361,-90.98209031,18L,33.49687164,-90.98208822
GLH,18R,33.49417239,-90.98721806,36L,33.47488336,-90.98721642
GLH,36L,33.47488336,-90.98721642,18R,33.49417239,-90.98721806
GWO,05,33.49315053,-90.09111469,23,33.50153303,-90.07807586
GWO,23,33.50153303,-90.07807586,05,33.49315053,-90.09111469
GWO,18,33.49913072,-90.08801764,36,33.48127011,-90.08854703
GWO,36,33.48127011,-90.08854703,18,33.49913072,-90.08801764
GNF,04,33.82460375,-89.80217625,22,33.83308844,-89.78923386
GNF,22,33.83308844,-89.78923386,04,33.82460375,-89.80217625
GNF,13,33.84142925,-89.80852964,31,33.82860328,-89.79134992
GNF,31,33.82860328,-89.79134992,13,33.84142925,-89.80852964
GPT,14,30.41495483,-89.08230442,32,30.39747875,-89.06208586
GPT,32,30.39747875,-89.06208586,14,30.41495483,-89.08230442
GPT,18,30.41597239,-89.06629108,36,30.40240367,-89.06624603
GPT,36,30.40240367,-89.06624603,18,30.41597239,-89.06629108
HBG,13,31.27044036,-89.26025792,31,31.26864542,-89.25785244
HBG,31,31.26864542,-89.25785244,13,31.27044036,-89.26025792
PIB,18,31.47608425,-89.33706878,36,31.45820869,-89.33704633
PIB,36,31.45820869,-89.33704633,18,31.47608425,-89.33706878
MS9,10,34.79761111,-89.91852778,28,34.79695556,-89.91555556
MS9,28,34.79695556,-89.91555556,10,34.79761111,-89.91852778
14M,08,33.18248019,-90.83539939,26,33.18254958,-90.82558753
14M,26,33.18254958,-90.82558753,08,33.18248019,-90.83539939
M41,18,34.80874722,-89.52119967,36,34.79995222,-89.52102650
M41,36,34.79995222,-89.52102650,18,34.80874722,-89.52119967
M44,03,33.88123292,-89.02654303,21,33.89175597,-89.01940636
M44,21,33.89175597,-89.01940636,03,33.88123292,-89.02654303
IDL,18,33.49534947,-90.67891575,36,33.47610289,-90.67883800
IDL,36,33.47610289,-90.67883800,18,33.49534947,-90.67891575
15M,01,34.76785114,-88.16650856,19,34.77882258,-88.16568011
15M,19,34.77882258,-88.16568011,01,34.76785114,-88.16650856
JAN,16L,32.32819425,-90.07771000,34R,32.30653464,-90.06739644
JAN,34R,32.30653464,-90.06739644,16L,32.32819425,-90.07771000
JAN,16R,32.31582097,-90.08438753,34L,32.29416178,-90.07407528
JAN,34L,32.29416178,-90.07407528,16R,32.31582097,-90.08438753
HKS,11,32.33482981,-90.22598247,29,32.33091461,-90.21587772
HKS,29,32.33091461,-90.21587772,11,32.33482981,-90.22598247
HKS,16,32.34288917,-90.22672664,34,32.32909092,-90.22040339
HKS,34,32.32909092,-90.22040339,16,32.34288917,-90.22672664
OSX,14,33.09532061,-89.54756014,32,33.08519750,-89.53648033
OSX,32,33.08519750,-89.53648033,14,33.09532061,-89.54756014
LUL,13,31.67837094,-89.17908044,31,31.66768511,-89.16651392
LUL,31,31.66768511,-89.16651392,13,31.67837094,-89.17908044
19M,01,33.12115972,-90.02661944,19,33.12976528,-90.02447833
19M,19,33.12976528,-90.02447833,01,33.12115972,-90.02661944
LMS,17,33.15230639,-89.06377494,35,33.13967003,-89.06112217
LMS,35,33.13967003,-89.06112217,17,33.15230639,-89.06377494
4R1,14,31.01867122,-89.48534622,32,31.01197594,-89.47975022
4R1,32,31.01197594,-89.47975022,14,31.01867122,-89.48534622
20M,18,33.13784397,-88.53604994,36,33.12959744,-88.53595994
20M,36,33.12959744,-88.53595994,18,33.13784397,-88.53604994
MBO,17,32.44475022,-90.10368267,35,32.43257758,-90.10251094
MBO,35,32.43257758,-90.10251094,17,32.44475022,-90.10368267
17M,18,31.86702994,-89.80066625,36,31.85850000,-89.80056272
17M,36,31.85850000,-89.80056272,18,31.86702994,-89.80066625
MMS,02,34.22705800,-90.29117592,20,34.23585258,-90.28795186
MMS,20,34.23585258,-90.28795186,02,34.22705800,-90.29117592
MCB,16,31.18469492,-90.47515842,34,31.17217344,-90.46856517
MCB,34,31.17217344,-90.46856517,16,31.18469492,-90.47515842
MEI,01,32.31771742,-88.75640094,19,32.32040350,-88.75588467
MEI,19,32.32040350,-88.75588467,01,32.31771742,-88.75640094
MEI,04,32.33098936,-88.75285647,22,32.34097900,-88.74149844
MEI,22,32.34097900,-88.74149844,04,32.33098936,-88.75285647
NMM,01L,32.53038889,-88.57104167,19R,32.55211389,-88.56697500
NMM,19R,32.55211389,-88.56697500,01L,32.53038889,-88.57104167
NMM,01R,32.55968333,-88.55241111,19L,32.58140000,-88.54833611
NMM,19L,32.58140000,-88.54833611,01R,32.55968333,-88.55241111
NMM,10,32.54882500,-88.55445000,28,32.54606944,-88.53393056
NMM,28,32.54606944,-88.53393056,10,32.54882500,-88.55445000
NJW,14,32.80657906,-88.84387425,32,32.79127433,-88.82518422
NJW,32,32.79127433,-88.82518422,14,32.80657906,-88.84387425
HEZ,14,31.62057839,-91.30589856,32,31.60765469,-91.29147964
HEZ,32,31.60765469,-91.29147964,14,31.62057839,-91.30589856
HEZ,18,31.61993983,-91.29545725,36,31.60619708,-91.29569597
HEZ,36,31.60619708,-91.29569597,18,31.61993983,-91.29545725
M72,18,34.55436111,-89.02483333,36,34.54365833,-89.02403889
M72,36,34.54365833,-89.02403889,18,34.55436111,-89.02483333
M23,14,32.31490556,-89.13910000,32,32.30910833,-89.13220000
M23,32,32.30910833,-89.13220000,14,32.31490556,-89.13910000
5R2,18,30.39448611,-88.75357222,36,30.38486667,-88.75335000
5R2,36,30.38486667,-88.75335000,18,30.39448611,-88.75357222
5A4,18,34.02020278,-88.72623519,36,34.01141833,-88.72616100
5A4,36,34.01141833,-88.72616100,18,34.02020278,-88.72623519
OLV,18,34.98699483,-89.78692964,36,34.97051247,-89.78676825
OLV,36,34.97051247,-89.78676825,18,34.98699483,-89.78692964
UOX,09,34.38444486,-89.54607317,27,34.38422075,-89.52751647
UOX,27,34.38422075,-89.52751647,09,34.38444486,-89.54607317
PQL,17,30.47144592,-88.53171628,35,30.45409808,-88.52674136
PQL,35,30.45409808,-88.52674136,17,30.47144592,-88.53171628
MPE,18,32.80604919,-89.12517531,36,32.79237486,-89.12681908
MPE,36,32.79237486,-89.12681908,18,32.80604919,-89.12517531
MJD,18,30.49435678,-89.65118361,36,30.48061394,-89.65120425
MJD,36,30.48061394,-89.65120425,18,30.49435678,-89.65118361
MJD,03,30.53862772,-89.46840811,21,30.55162269,-89.45772203
MJD,21,30.55162269,-89.45772203,03,30.53862772,-89.46840811
MJD,18,30.62565000,-89.69697972,36,30.61813000,-89.69701972
MJD,36,30.61813000,-89.69701972,18,30.62565000,-89.69697972
04M,15,33.93381969,-89.34603103,33,33.92632558,-89.34050742
04M,33,33.92632558,-89.34050742,15,33.93381969,-89.34603103
22M,11,34.27717911,-89.04258442,29,34.27390625,-89.03346794
22M,29,34.27390625,-89.03346794,11,34.27717911,-89.04258442
M13,16,30.79183333,-89.50640000,34,30.78131944,-89.50267500
M13,34,30.78131944,-89.50267500,16,30.79183333,-89.50640000
M43,12,31.59768997,-89.91076222,30,31.59294028,-89.90212228
M43,30,31.59294028,-89.90212228,12,31.59768997,-89.91076222
23M,16,32.09019933,-88.74087875,34,32.08170964,-88.73717161
23M,34,32.08170964,-88.73717161,16,32.09019933,-88.74087875
JVW,12,32.30864711,-90.41793669,30,32.30030439,-90.40309658
JVW,30,32.30030439,-90.40309658,12,32.30864711,-90.41793669
M59,18,31.32115278,-88.93504167,36,31.31291111,-88.93468333
M59,36,31.31291111,-88.93468333,18,31.32115278,-88.93504167
25M,03,34.71759444,-89.01854444,21,34.72787778,-89.01084167
25M,21,34.72787778,-89.01084167,03,34.71759444,-89.01854444
STF,18,33.44073950,-88.84883300,36,33.43695100,-88.84871853
STF,36,33.43695100,-88.84871853,18,33.44073950,-88.84883300
M51,01,33.49458333,-88.68155000,19,33.50066389,-88.68046667
M51,19,33.50066389,-88.68046667,01,33.49458333,-88.68155000
M51,14,33.50053333,-88.68441667,32,33.49491944,-88.67913889
M51,32,33.49491944,-88.67913889,14,33.50053333,-88.68441667
30M,01,34.65566667,-90.37677778,19,34.65594861,-90.37674722
30M,19,34.65594861,-90.37674722,01,34.65566667,-90.37677778
UTA,17,34.69644106,-90.35096228,35,34.67368611,-90.34460556
UTA,35,34.67368611,-90.34460556,17,34.69644106,-90.35096228
TUP,18,34.27882097,-88.76992778,36,34.25917606,-88.76987500
TUP,36,34.25917606,-88.76987500,18,34.27882097,-88.76992778
T36,18,31.14976028,-90.16791214,36,31.14144892,-90.16790222
T36,36,31.14144892,-90.16790222,18,31.14976028,-90.16791214
VKS,01,32.23233381,-90.92925889,19,32.23314911,-90.92913136
VKS,19,32.23314911,-90.92913136,01,32.23233381,-90.92925889
33M,15,34.17135614,-89.68752897,33,34.16438286,-89.68223531
33M,33,34.16438286,-89.68223531,15,34.17135614,-89.68752897
2R0,02,31.63718528,-88.63811361,20,31.64992250,-88.63207611
2R0,20,31.64992250,-88.63207611,02,31.63718528,-88.63811361
M83,18,33.58932069,-88.66664650,36,33.58824953,-88.66665356
M83,36,33.58824953,-88.66665356,18,33.58932069,-88.66664650
M24,17,30.84777875,-89.16215697,35,30.84641442,-89.16196656
M24,35,30.84641442,-89.16196656,17,30.84777875,-89.16215697
5A6,03,33.46016611,-89.73336472,21,33.46980944,-89.72706972
5A6,21,33.46980944,-89.72706972,03,33.46016611,-89.73336472
87I,17,32.89031906,-90.46482047,35,32.87664950,-90.46315917
87I,35,32.87664950,-90.46315917,17,32.89031906,-90.46482047
3U3,04,46.14702733,-112.86948314,22,46.15306703,-112.85596667
3U3,22,46.15306703,-112.85596667,04,46.14702733,-112.86948314
3U3,17,46.16393411,-112.87113658,35,46.14745278,-112.87112436
3U3,35,46.14745278,-112.87112436,17,46.16393411,-112.87113658
1M6,13,45.61087489,-106.27851925,31,45.60225633,-106.26995931
1M6,31,45.60225633,-106.26995931,13,45.61087489,-106.27851925
1M6,01,45.28558889,-106.14511389,19,45.28987500,-106.14441389
1M6,19,45.28987500,-106.14441389,01,45.28558889,-106.14511389
1M6,15,45.29108889,-106.14750000,33,45.28542778,-106.14382778
1M6,33,45.28542778,-106.14382778,15,45.29108889,-106.14750000
3U5,01,47.45904700,-112.38368461,19,47.46780617,-112.37654258
3U5,19,47.46780617,-112.37654258,01,47.45904700,-112.38368461
BHK,13,46.35260303,-104.26596778,31,46.34062678,-104.25024514
BHK,31,46.34062678,-104.25024514,13,46.35260303,-104.26596778
3U7,12,47.48832478,-112.88014069,30,47.47575467,-112.86448058
3U7,30,47.47575467,-112.86448058,12,47.48832478,-112.88014069
53U,15,48.06520069,-114.00233372,33,48.05573503,-113.99997594
53U,33,48.05573503,-113.99997594,15,48.06520069,-114.00233372
3U8,06,48.16193889,-110.12394722,24,48.16430833,-110.10975833
3U8,24,48.16430833,-110.10975833,06,48.16193889,-110.12394722
3U8,13,48.16636944,-110.11228333,31,48.16156389,-110.10755000
3U8,31,48.16156389,-110.10755000,13,48.16636944,-110.11228333
6S0,06,45.80505278,-109.98737222,24,45.80903367,-109.96744444
6S0,24,45.80903367,-109.96744444,06,45.80505278,-109.98737222
6S0,18,45.81024722,-109.97788056,36,45.80098611,-109.98107500
6S0,36,45.80098611,-109.98107500,18,45.81024722,-109.97788056
BIL,07,45.80767500,-108.55839722,25,45.80925536,-108.53695000
BIL,25,45.80925536,-108.53695000,07,45.80767500,-108.55839722
BIL,10R,45.81015467,-108.56629761,28L,45.80630792,-108.55245200
BIL,28L,45.80630792,-108.55245200,10R,45.81015467,-108.56629761
3U9,11,46.21488847,-112.11317725,29,46.20843875,-112.10201922
3U9,29,46.20843875,-112.10201922,11,46.21488847,-112.11317725
BZN,03,45.76884947,-111.15255253,21,45.77391686,-111.14512053
BZN,21,45.77391686,-111.14512053,03,45.76884947,-111.15255253
BZN,11,45.78148889,-111.15215278,29,45.77156667,-111.13835278
BZN,29,45.77156667,-111.13835278,11,45.78148889,-111.15215278
BZN,11G,45.78033056,-111.15186667,29G,45.77483333,-111.14419722
BZN,29G,45.77483333,-111.14419722,11G,45.78033056,-111.15186667
BZN,12,45.78808539,-111.16648172,30,45.77041439,-111.14188950
BZN,30,45.77041439,-111.14188950,12,45.78808539,-111.16648172
00F,10,45.47311447,-105.46484850,28,45.46782408,-105.44942964
00F,28,45.46782408,-105.44942964,10,45.47311447,-105.46484850
8S0,06,48.59964353,-113.12343300,24,48.60234247,-113.10719889
8S0,24,48.60234247,-113.10719889,06,48.59964353,-113.12343300
BTM,12,45.95899178,-112.50573608,30,45.95016983,-112.49018692
BTM,30,45.95016983,-112.49018692,12,45.95899178,-112.50573608
BTM,15,45.96692639,-112.50120158,33,45.94289750,-112.49316606
BTM,33,45.94289750,-112.49316606,15,45.96692639,-112.50120158
LTY,07,48.51095000,-110.99988056,25,48.51180278,-110.98091944
LTY,25,48.51180278,-110.98091944,07,48.51095000,-110.99988056
LTY,16,48.51130000,-110.99212778,34,48.50661389,-110.99212778
LTY,34,48.50661389,-110.99212778,16,48.51130000,-110.99212778
S71,08,48.59306944,-109.25874722,26,48.59115278,-109.24247500
S71,26,48.59115278,-109.24247500,08,48.59306944,-109.25874722
CII,05,47.82333597,-112.17291197,23,47.82734914,-112.15908681
CII,23,47.82734914,-112.15908681,05,47.82333597,-112.17291197
CII,15,47.83700125,-112.17357883,33,47.82414086,-112.16655111
CII,33,47.82414086,-112.16655111,15,47.83700125,-112.17357883
4U6,03,47.41597836,-105.56544828,21,47.42011856,-105.55855028
4U6,21,47.42011856,-105.55855028,03,47.41597836,-105.56544828
4U6,12,47.42280792,-105.56557697,30,47.41420683,-105.55491867
4U6,30,47.41420683,-105.55491867,12,47.42280792,-105.56557697
M46,06,45.85098494,-106.71891911,24,45.85470697,-106.69962958
M46,24,45.85470697,-106.69962958,06,45.85098494,-106.71891911
6S3,10,45.63247500,-109.24610000,28,45.62857222,-109.23233056
6S3,28,45.62857222,-109.23233056,10,45.63247500,-109.24610000
4U7,02,45.85946814,-114.22094044,20,45.86503339,-114.21455714
4U7,20,45.86503339,-114.21455714,02,45.85946814,-114.22094044
S01,06,48.16628000,-111.98564903,24,48.17053994,-111.96790311
S01,24,48.17053994,-111.96790311,06,48.16628000,-111.98564903
S01,15,48.17171483,-111.97755250,33,48.16438231,-111.97416650
S01,33,48.16438231,-111.97416650,15,48.17171483,-111.97755250
S85,08,48.15355278,-104.51183611,26,48.15356667,-104.49627500
S85,26,48.15356667,-104.49627500,08,48.15355278,-104.51183611
CTB,05,48.60648944,-112.38522386,23,48.61287472,-112.36555164
CTB,23,48.61287472,-112.36555164,05,48.60648944,-112.38522386
CTB,14,48.61345011,-112.38202478,32,48.60060467,-112.37180286
CTB,32,48.60060467,-112.37180286,14,48.61345011,-112.38202478
38S,13,46.39290175,-112.77183333,31,46.38057550,-112.75732097
38S,31,46.38057550,-112.75732097,13,46.39290175,-112.77183333
